"","County","State","Pop2019","NumAbortions","PercentFemale","MedianIncome","PopFemale","abortionRate","abortPer1000","highlyRestrictive","PctDem","White","Hispanic","Black","Native","Asian","Pacific","Lon","Lat","distClinic","distMiles"
"1028","Rockdale County","Georgia",90896,336,0.53,60281,48174.88,0.00697458924651187,6.97458924651187,1,0.7,34.6,10.2,51,0.1,2,0.2,-84.0266,33.6542,151,60.3487597926183
"1029","Rockingham County","North Carolina",91010,114,0.518,44686,47143.18,0.00241816525741369,2.41816525741369,0,0.33,72.6,6,18.5,0.5,0.5,0.1,-79.775,36.396,150,59.7557528611263
"1030","Rockland County","New York",325789,208,0.509,99831,165826.601,0.00125432227848655,1.25432227848655,0,0.5,63.2,17.3,11.5,0.1,6,0,-74.0241,41.1524,412,42.4806417974704
"1031","Rockwall County","Texas",104915,92,0.506,105763,53086.99,0.00173300464011992,1.73300464011992,1,0.3,72.3,17.1,6,0.2,2.4,0,-96.4078,32.8977,102,14.3459066664254
"1032","Roger Mills County","Oklahoma",3583,0,0.503,59286,1802.249,0,0,0,0.09,84.2,6.8,0.1,1.8,0,0,-99.6958,35.6883,358,68.9579670643176
"1033","Rogers County","Oklahoma",92459,31,0.501,67054,46321.959,0.000669229036708055,0.669229036708055,0,0.22,72.4,4.4,1,11.5,1.1,0.1,-95.6044,36.3716,493,47.0578868443124
"1034","Roscommon County","Michigan",24019,22,0.499,42546,11985.481,0.00183555420095364,1.83555420095364,1,0.34,95.3,1.6,0.3,0.9,0.2,0,-84.6116,44.3356,148,58.5153186347934
"1035","Ross County","Ohio",76666,57,0.476,54728,36493.016,0.00156194270158432,1.56194270158432,1,0.32,89.6,1.2,5.1,0,0.6,0,-83.057,39.3376,139,52.0749610353713
"1036","Rowan County","North Carolina",142088,250,0.506,52051,71896.528,0.00347721937281867,3.47721937281867,0,0.31,72.7,8.3,16.1,0.2,0.9,0,-80.5248,35.6395,135,48.7903679018718
"1037","Runnels County","Texas",10264,2,0.492,48650,5049.888,0.000396048387607804,0.396048387607804,1,0.13,62.3,33.8,1.3,0.4,1.1,0,-99.9762,31.8311,488,42.4806417974704
"1038","Rush County","Indiana",16581,5,0.507,54371,8406.567,0.000594773110117364,0.594773110117364,1,0.22,96.1,1.5,1.4,0,0.1,0,-85.4658,39.62,293,26.9604478657599
"1039","Rusk County","Texas",54406,24,0.461,56036,25081.166,0.00095689331189786,0.95689331189786,1,0.22,64.7,16.1,17,0.2,0.5,0,-94.7619,32.1077,178,68.9579670643176
"1040","Rusk County","Wisconsin",14178,0,0.492,49860,6975.576,0,0,0,0.32,95.2,1.8,1,0.3,0.1,0,-91.1332,45.4751,404,49.6344462233669
"1041","Rutherford County","North Carolina",67029,78,0.518,44547,34721.022,0.00224647765264513,2.24647765264513,0,0.27,83.6,4.1,10,0.5,0.5,0,-81.9198,35.4026,48,46.1700118387612
"1042","Sabine County","Texas",10542,8,0.508,43778,5355.336,0.00149383717473563,1.49383717473563,1,0.12,86.1,4,7.6,0,0.1,0,-93.8517,31.3432,178,68.9579670643176
"1043","Saginaw County","Michigan",190539,467,0.514,48471,97937.046,0.00476836926447628,4.76836926447628,1,0.49,69.7,8.3,18.1,0.2,1.2,0,-84.0532,43.335,418,36.5644292320912
"1044","Saline County","Illinois",23491,NA,0.52,48547,12215.32,NA,NA,0,0.25,91.6,1.7,3.4,0.1,0.7,0,-88.5407,37.7531,272,2.40806527247259
"1045","Salt Lake County","Utah",1160437,1569,0.498,79941,577897.626,0.00271501374881924,2.71501374881924,1,0.54,72.1,17.9,1.7,0.6,3.9,1.5,-111.9236,40.6673,419,35.5376271687938
"1046","Saluda County","South Carolina",20473,23,0.493,49493,10093.189,0.00227876442222572,2.27876442222572,1,0.32,57.9,15.4,25.5,0.1,0,0,-81.7269,34.0061,406,47.9314275616708
"1047","Sampson County","North Carolina",63531,113,0.506,45997,32146.686,0.00351513683245607,3.51513683245607,0,0.38,51.6,18.9,25,1.6,0.5,0,-78.3714,34.9915,96,7.2124639654681
"1048","San Augustine County","Texas",8237,2,0.508,40094,4184.396,0.000477966234553326,0.477966234553326,1,0.24,68.8,6.9,20.8,1.5,0,0,-94.1682,31.3942,178,68.9579670643176
"1049","San Jacinto County","Texas",28859,36,0.504,42633,14544.936,0.00247508823689565,2.47508823689565,1,0.18,74.9,12.5,10.7,0.5,0,0,-95.1669,30.5795,156,63.0346365773395
"1050","San Juan County","Utah",15308,0,0.5,49438,7654,0,0,1,0.45,44,5.3,0.2,47.8,0.5,0.5,-109.8045,37.626,210,59.7557528611263
"1051","San Juan County","Washington",17582,30,0.516,69113,9072.312,0.00330676458217045,3.30676458217045,0,0.74,89,6,0.6,0.8,1.3,0.2,-122.965,48.5782,63,31.3253444820287
"1052","San Patricio County","Texas",66730,71,0.497,57302,33164.81,0.00214082336066451,2.14082336066451,1,0.35,39.4,56.8,1.5,0.2,1,0,-97.5186,28.0091,35,56.5214910559404
"1053","San Saba County","Texas",6055,8,0.454,46061,2748.97,0.00291018090412045,2.91018090412045,1,0.11,65.3,29.7,2.8,0,0,0,-98.8176,31.1552,492,46.1700118387612
"1054","Sandusky County","Ohio",58518,45,0.505,58415,29551.59,0.00152276070424637,1.52276070424637,1,0.35,84.9,9.7,2.7,0.2,0.3,0,-83.1462,41.3563,250,23.5993898894711
"1055","Sangamon County","Illinois",194672,451,0.475,61768,92469.2,0.00487729968465175,4.87729968465175,0,0.47,80.8,2.2,12.6,0.1,1.9,0,-89.6589,39.7582,437,15.5216227497267
"1056","Sanilac County","Michigan",41170,47,0.506,49917,20832.02,0.002256142227206,2.256142227206,1,0.27,94.1,3.7,0.6,0.3,0.4,0,-82.8201,43.4236,252,21.3221726118714
"1057","Sanpete County","Utah",30939,8,0.474,54648,14665.086,0.000545513336914628,0.545513336914628,1,0.14,86.1,9.5,0.9,1,0.4,0.5,-111.5763,39.3739,419,35.5376271687938
"1058","Santa Cruz County","Arizona",46498,34,0.517,47779,24039.466,0.00141434090091685,1.41434090091685,0,0.67,15,83.4,0.3,0.2,0.8,0,-110.8465,31.5259,285,17.8585141120739
"1059","Saratoga County","New York",229863,291,0.505,89071,116080.815,0.00250687419794563,2.50687419794563,0,0.52,90.9,3,1.5,0.2,2.8,0,-73.8639,43.1074,448,2.40806527247256
"1060","Sauk County","Wisconsin",64442,50,0.489,63752,31512.138,0.00158669018268453,1.58669018268453,0,0.5,91.3,4.8,0.7,1.1,0.7,0,-89.9482,43.4267,103,15.5216227497267
"1061","Sawyer County","Wisconsin",16558,1,0.5,53908,8279,0.000120787534726416,0.120787534726416,0,0.43,76.9,2.5,0.7,17.2,0.5,0,-91.1445,45.88,404,49.6344462233669
"1062","Schenectady County","New York",155299,792,0.513,64960,79668.387,0.00994120792228415,9.94120792228415,0,0.57,73.8,6.7,9.6,0.2,4.6,0,-74.0586,42.8181,448,2.40806527247256
"1063","Schleicher County","Texas",2793,0,0.504,53286,1407.672,0,0,1,0.18,47.7,51.8,0.3,0,0.1,0,-100.5383,30.8974,36,55.8221726118714
"1064","Schley County","Georgia",5257,11,0.526,51129,2765.182,0.00397803833527052,3.97803833527052,1,0.2,67.2,5,27.5,0,0,0,-84.3148,32.2617,333,61.4794501689974
"1065","Schoharie County","New York",30999,53,0.498,58927,15437.502,0.00343319793578002,3.43319793578002,0,0.34,93.5,3,1.5,0.2,0.8,0,-74.4421,42.5882,449,1.20421604417257
"1066","Schoolcraft County","Michigan",8094,6,0.503,50256,4071.282,0.00147373726506786,1.47373726506786,1,0.33,85.9,1,0.6,7.1,0.4,0,-86.1997,46.1966,148,58.5153186347934
"1067","Schuyler County","Illinois",6768,NA,0.506,56015,3424.608,NA,NA,0,0.27,93.4,0.3,5.5,0,0,0,-90.6151,40.158,437,15.5216227497267
"1068","Schuyler County","New York",17807,17,0.501,52215,8921.307,0.00190555038628309,1.90555038628309,0,0.4,95.3,1.8,1,0.1,0.5,0,-76.8752,42.3938,470,23.5993898894711
"1069","Schuylkill County","Pennsylvania",141359,133,0.488,55951,68983.192,0.0019280058829403,1.9280058829403,1,0.29,91.7,3.8,2.6,0.1,0.5,0,-76.216,40.7058,352,68.3284967431683
"1070","Scioto County","Ohio",75314,27,0.506,45410,38108.884,0.000708496213113982,0.708496213113981,1,0.28,93.5,1.3,2.8,0.4,0.4,0,-82.9928,38.804,138,51.2769929579402
"1071","Scotland County","North Carolina",34823,63,0.504,39197,17550.792,0.00358958159836889,3.58958159836889,0,0.49,43.9,2.8,38.6,11.1,0.7,0,-79.4804,34.8409,95,6.01374624958842
"1072","Scott County","Illinois",4951,NA,0.503,61231,2490.353,NA,NA,0,0.21,97.2,1.2,0.1,0.5,0.1,0.1,-90.4747,39.6441,437,15.5216227497267
"1073","Scott County","Indiana",23873,14,0.503,50571,12008.119,0.00116587785314253,1.16587785314253,1,0.27,95.8,2.1,0.3,0.2,0.4,0,-85.7475,38.6851,185,68.7374341683304
"1074","Screven County","Georgia",13966,27,0.505,42331,7052.83,0.00382825050369852,3.82825050369852,1,0.4,54.5,1.8,41.7,0.3,0.5,0,-81.6119,32.7506,57,37.5800934160369
"1075","Scurry County","Texas",16703,10,0.458,56299,7649.974,0.00130719398523446,1.30719398523446,1,0.14,53.6,39.7,4.5,0.1,0.2,0,-100.9164,32.7463,487,41.5252365974914
"1076","Seminole County","Georgia",8090,0,0.521,38618,4214.89,0,0,1,0.32,61.6,3,33.7,0,1,0,-84.8688,30.9388,219,53.623071340531
"1077","Seminole County","Oklahoma",24258,4,0.509,40725,12347.322,0.000323956887169542,0.323956887169542,0,0.26,65.1,4.8,4.8,19.6,0.2,0,-96.6155,35.1675,357,68.9054378980656
"1078","Seneca County","New York",34016,38,0.475,51064,16157.6,0.00235183443085607,2.35183443085607,0,0.44,89.3,3.3,4.6,0.3,0.7,0,-76.8238,42.7811,491,45.268073000345
"1079","Seneca County","Ohio",55178,36,0.5,55664,27589,0.00130486788212693,1.30486788212693,1,0.32,90.3,4.9,2.4,0.2,0.6,0,-83.1277,41.1239,250,23.5993898894711
"1080","Sequoyah County","Oklahoma",41569,4,0.508,43038,21117.052,0.000189420379321886,0.189420379321886,0,0.2,63.5,3.9,1.9,18.9,0.7,0.1,-94.7552,35.4954,507,57.8682691882343
"1081","Sevier County","Utah",21620,9,0.492,58983,10637.04,0.000846100042869069,0.846100042869069,1,0.1,92.1,5,0.4,1.5,0.2,0.2,-111.8044,38.7478,419,35.5376271687938
"1082","Shackelford County","Texas",3265,4,0.517,65095,1688.005,0.00236966122730679,2.36966122730679,1,0.08,85.6,11.7,0.2,0.3,0.2,0,-99.3541,32.7359,487,41.5252365974914
"1083","Shawano County","Wisconsin",40899,16,0.497,58982,20326.803,0.000787138046253511,0.78713804625351,0,0.32,87.1,2.6,0.3,7.3,0.4,0,-88.7654,44.7892,103,15.5216227497267
"1084","Sheboygan County","Wisconsin",115340,81,0.501,62108,57785.34,0.00140173961077325,1.40173961077325,0,0.41,85.1,6.2,1.6,0.2,5.4,0,-87.9454,43.7212,310,44.3523450683712
"1085","Shelby County","Illinois",21634,NA,0.518,61376,11206.412,NA,NA,0,0.21,97.4,1,0.7,0.2,0.4,0,-88.8055,39.3911,254,19.0189775513729
"1086","Shelby County","Indiana",44729,41,0.497,59798,22230.313,0.00184432850765529,1.84432850765529,1,0.25,92.6,4,1,0.1,0.7,0,-85.7917,39.5237,293,26.9604478657599
"1087","Shelby County","Ohio",48590,32,0.498,64304,24197.82,0.00132243317786478,1.32243317786478,1,0.18,93.2,1.5,2.8,0.3,0.9,0,-84.2048,40.3316,327,57.8682691882343
"1088","Shelby County","Texas",25274,10,0.503,39708,12712.822,0.000786607411005991,0.786607411005991,1,0.21,62.1,17.8,18.8,0.2,0.5,0.1,-94.145,31.7924,178,68.9579670643176
"1089","Sherman County","Oregon",1780,1,0.485,60035,863.3,0.00115834588208039,1.15834588208039,0,0.22,91.7,4.5,0.8,0.8,0.1,0,-120.6894,45.4052,530,67.9517349578423
"1090","Sherman County","Texas",3022,0,0.479,55473,1447.538,0,0,1,0.09,55.8,43.3,0.3,0.2,0,0,-101.8934,36.2777,9,68.1504955010645
"1091","Shiawassee County","Michigan",68122,73,0.501,55633,34129.122,0.0021389357745564,2.1389357745564,1,0.39,94.3,2.9,0.4,0.2,0.5,0,-84.1467,42.9537,146,57.2035925062979
"1092","Skagit County","Washington",129205,227,0.504,67551,65119.32,0.0034859086366381,3.4859086366381,0,0.52,75.1,18,0.7,1.5,1.7,0.2,-121.7302,48.4794,458,9.60294396624451
"1093","Skamania County","Washington",12083,12,0.492,69163,5944.836,0.00201855862802607,2.01855862802607,0,0.44,88.2,6,0.9,2.4,1.1,0,-121.9147,46.023,69,24.7273885186257
"1094","Smith County","Texas",232751,290,0.517,59538,120332.267,0.00240999365531774,2.40999365531774,1,0.3,60.3,19,17.4,0.3,1.6,0.1,-95.2692,32.375,178,68.9579670643176
"1095","Snohomish County","Washington",822083,1854,0.498,89119,409397.334,0.00452860789757854,4.52860789757854,0,0.59,71.2,9.8,2.6,0.8,9.9,0.5,-121.6975,48.0475,460,11.9817242590182
"1096","Snyder County","Pennsylvania",40372,13,0.504,56873,20347.488,0.000638899504449886,0.638899504449886,1,0.26,95.2,2.2,0.8,0.1,0.7,0,-77.0702,40.7698,534,68.6220107804109
"1097","Somerset County","Pennsylvania",73447,68,0.477,49082,35034.219,0.00194095949448738,1.94095949448737,1,0.21,94.6,1.4,2.6,0.1,0.4,0,-79.0283,39.9725,13,67.2315344701812
"1098","Somervell County","Texas",9128,7,0.507,67897,4627.896,0.00151256640166503,1.51256640166503,1,0.16,78.7,19.1,0.6,0.3,0,0.6,-97.7744,32.2223,488,42.4806417974704
"1099","Spalding County","Georgia",66703,138,0.52,49237,34685.56,0.00397860089328239,3.97860089328239,1,0.39,59.4,4.3,33.3,0.4,0.9,0,-84.2841,33.2609,143,55.1058501932632
"1100","Spartanburg County","South Carolina",319785,627,0.515,55588,164689.275,0.00380716959255544,3.80716959255544,1,0.36,68.8,6.5,20.3,0.1,2.2,0,-81.9908,34.9312,149,59.1445437484457
"1101","Spencer County","Indiana",20277,8,0.513,59183,10402.101,0.000769075401209813,0.769075401209813,1,0.3,95.1,2.9,0.6,0.2,0.2,0.1,-87.0077,38.0141,316,49.6344462233669
"1102","Spokane County","Washington",522798,994,0.504,59976,263490.192,0.00377243643285212,3.77243643285212,0,0.46,85.3,5.4,1.6,1.2,2.2,0.5,-117.404,47.6207,467,20.1736476258688
"1103","St. Clair County","Illinois",259686,684,0.506,57726,131401.116,0.00520543524150891,5.20543524150891,0,0.53,62.1,3.9,29.7,0.2,1.4,0,-89.9284,38.4703,272,2.40806527247259
"1104","St. Clair County","Michigan",159128,225,0.501,60208,79723.128,0.002822267585888,2.822267585888,1,0.34,91.3,3.2,2,0.1,0.7,0,-82.6805,42.9341,253,20.1736476258689
"1105","St. Croix County","Wisconsin",90687,1,0.501,87098,45434.187,2.20098579072186e-05,0.0220098579072186,0,0.41,94.2,2.3,0.9,0.4,1,0,-92.4528,45.0341,404,49.6344462233669
"1106","St. Joseph County","Indiana",271826,142,0.509,53881,138359.434,0.00102631237997114,1.02631237997114,1,0.52,73.6,8.3,12.8,0.3,2.1,0.1,-86.2899,41.6167,191,67.7322756578888
"1107","St. Joseph County","Michigan",60964,57,0.507,54024,30908.748,0.00184413810614393,1.84413810614393,1,0.33,86.8,7.5,2.5,0.2,0.5,0,-85.5278,41.9144,191,67.7322756578888
"1108","St. Lawrence County","New York",107740,155,0.489,51742,52684.86,0.00294202167377877,2.94202167377877,0,0.43,92.1,2.3,2.2,0.7,1.1,0.1,-75.0691,44.4964,137,50.4634054117228
"1109","Stanly County","North Carolina",62806,81,0.501,58303,31465.806,0.0025742229517337,2.5742229517337,0,0.24,81.2,4,11.1,0.3,1.9,0,-80.251,35.312,296,30.2476091284463
"1110","Stark County","Illinois",5342,NA,0.505,54804,2697.71,NA,NA,0,0.28,96.1,1.4,0.7,0,0.8,0,-89.7975,41.0934,383,63.5148348882184
"1111","Stark County","Ohio",370606,559,0.514,55623,190491.484,0.00293451438490552,2.93451438490552,1,0.4,86.8,1.9,7.1,0.1,0.8,0,-81.3656,40.8139,483,37.5800934160368
"1112","Starke County","Indiana",22995,5,0.501,54001,11520.495,0.000434009128948018,0.434009128948018,1,0.26,94.5,3.5,0.3,0.1,0.5,0,-86.6476,41.2809,212,58.5153186347934
"1113","Starr County","Texas",64633,47,0.513,32516,33156.729,0.00141751015306727,1.41751015306727,1,0.52,0.6,99.2,0,0,0.1,0,-98.7387,26.5621,170,67.9517349578423
"1114","Stephens County","Georgia",25925,17,0.52,45416,13481,0.00126103404791929,1.26103404791929,1,0.2,82.8,3.2,11.7,0.3,0.4,0,-83.2935,34.5539,149,59.1445437484457
"1115","Stephens County","Oklahoma",43143,4,0.517,47826,22304.931,0.000179332543104482,0.179332543104482,0,0.17,80.9,7.2,1.8,5.1,0.7,0,-97.8515,34.4856,357,68.9054378980656
"1116","Stephens County","Texas",9366,5,0.471,46658,4411.386,0.00113343062701836,1.13343062701836,1,0.1,72.1,23.2,2.2,0.6,0.5,0,-98.8362,32.7359,487,41.5252365974914
"1117","Stephenson County","Illinois",44498,NA,0.514,51786,22871.972,NA,NA,0,0.41,83.3,3.6,9.5,0.1,0.8,0,-89.6623,42.3518,103,15.5216227497267
"1118","Sterling County","Texas",1291,0,0.49,66790,632.59,0,0,1,0.08,57.4,40.8,0.3,0,0,0,-101.05,31.8278,36,55.8221726118714
"1119","Steuben County","Indiana",34594,4,0.492,59444,17020.248,0.000235014201908221,0.235014201908221,1,0.28,94,3.5,0.2,0.1,0.5,0,-85.0009,41.6439,191,67.7322756578888
"1120","Steuben County","New York",95379,144,0.502,53167,47880.258,0.00300750259115145,3.00750259115145,0,0.34,93.8,1.6,1.6,0.1,1.5,0,-77.3838,42.2678,471,24.7273885186257
"1121","Stevens County","Washington",45723,42,0.501,55000,22907.223,0.00183348282766532,1.83348282766532,0,0.28,86.9,3.5,0.5,4.3,0.7,0,-117.8552,48.3991,467,20.1736476258688
"1122","Stewart County","Georgia",6621,8,0.34,34566,2251.14,0.00355375498636246,3.55375498636247,1,0.59,25.8,20.3,50.3,0.2,2.2,0,-84.8352,32.0785,333,61.4794501689974
"1123","Stokes County","North Carolina",45591,50,0.508,52356,23160.228,0.00215887339278353,2.15887339278353,0,0.21,91.3,2.8,4,0.3,0.4,0,-80.2395,36.4019,135,48.7903679018718
"1124","Stonewall County","Texas",1350,0,0.512,48267,691.2,0,0,1,0.16,72.6,22.7,3.5,0,0,0,-100.2534,33.1792,487,41.5252365974914
"1125","Suffolk County","New York",1476601,3633,0.508,105241,750113.308,0.00484326829194184,4.84326829194184,0,0.49,68.5,18.6,7.2,0.1,3.8,0,-72.8448,40.8686,480,34.4999999999999
"1126","Sullivan County","Indiana",20669,12,0.457,53375,9445.733,0.00127041490586278,1.27041490586278,1,0.24,92.1,1.7,3.7,0.2,0.8,0,-87.4147,39.0888,316,49.6344462233669
"1127","Sullivan County","New York",75432,277,0.485,58851,36584.52,0.00757150838660723,7.57150838660723,0,0.45,72.5,15.4,7.7,0.1,1.6,0,-74.7681,41.7164,481,35.5376271687937
"1128","Sullivan County","Pennsylvania",6066,2,0.477,51718,2893.482,0.000691208723607059,0.691208723607059,1,0.26,93.1,1.8,2.5,0.5,0.5,0,-76.5122,41.4462,58,36.5644292320911
"1129","Summit County","Ohio",541013,1133,0.515,57753,278621.695,0.00406644572311571,4.06644572311571,1,0.54,77.8,2,14.4,0.2,3,0,-81.5322,41.126,483,37.5800934160368
"1130","Summit County","Utah",42145,60,0.488,112482,20566.76,0.00291732873821642,2.91732873821642,1,0.58,84.8,11.4,0.7,0.2,1.6,0,-110.9557,40.8682,419,35.5376271687938
"1131","Sumter County","Georgia",29524,52,0.53,40250,15647.72,0.00332316784809544,3.32316784809544,1,0.52,39.8,5.3,52.3,0.1,1.1,0,-84.197,32.0399,333,61.4794501689974
"1132","Sumter County","South Carolina",106721,288,0.519,49611,55388.199,0.0051996635601024,5.1996635601024,1,0.56,45.7,3.8,46.9,0.3,1.2,0,-80.3823,33.9162,295,29.1606600601083
"1133","Surry County","North Carolina",71783,70,0.514,48637,36896.462,0.00189720087524923,1.89720087524923,0,0.24,84.4,10.2,3.7,0.3,0.6,0,-80.6881,36.4148,135,48.7903679018718
"1134","Susquehanna County","Pennsylvania",40328,7,0.496,60235,20002.688,0.000349952966321326,0.349952966321326,1,0.29,96.4,1.7,0.6,0.2,0.4,0,-75.8007,41.8214,43,50.4634054117228
"1135","Sussex County","Delaware",234225,239,0.517,64839,121094.325,0.00197366804761495,1.97366804761495,0,0.44,74.9,9.2,12.1,0.4,1.2,0,-75.39,38.6606,196,66.327057019744
"1136","Sutton County","Texas",3776,1,0.489,63427,1846.464,0.000541575681952099,0.541575681952099,1,0.21,39.2,59.4,0.1,0,0,1,-100.5382,30.4984,36,55.8221726118714
"1137","Swain County","North Carolina",14271,23,0.518,46075,7392.378,0.00311131276025117,3.11131276025117,0,0.39,62.7,4.9,0.5,27.6,0.4,0,-83.4928,35.4868,209,60.3487597926183
"1138","Swisher County","Texas",7397,0,0.467,44388,3454.399,0,0,1,0.2,47.5,43.1,5.7,0.5,0.2,0.1,-101.735,34.5304,358,68.9579670643176
"1139","Switzerland County","Indiana",10751,1,0.485,52482,5214.235,0.000191782687201478,0.191782687201478,1,0.23,95.7,1.4,0.8,0,0.5,0,-85.037,38.8262,152,60.923383907266
"1140","Talbot County","Georgia",6195,29,0.521,41045,3227.595,0.00898501825662761,8.98501825662761,1,0.6,40.2,2.3,56.4,0.1,0.5,0,-84.533,32.6995,333,61.4794501689974
"1141","Taliaferro County","Georgia",1537,1,0.505,37046,776.185,0.00128835264788678,1.28835264788678,1,0.6,33.7,4.2,61.6,0,0.3,0,-82.8788,33.5661,406,47.9314275616708
"1142","Tarrant County","Texas",2102515,4160,0.511,70130,1074385.165,0.003871981981434,3.871981981434,1,0.49,48.3,28.2,15.6,0.3,5.1,0.2,-97.2912,32.7716,487,41.5252365974914
"1143","Tattnall County","Georgia",25286,25,0.423,41457,10695.978,0.00233732717101699,2.33732717101699,1,0.25,58.4,10.8,29.2,0.2,0.2,0,-82.0581,32.0458,57,37.5800934160369
"1144","Taylor County","Georgia",8020,23,0.522,28234,4186.44,0.00549392801521101,5.49392801521101,1,0.36,57.5,1,40.4,0,0.9,0,-84.2505,32.5555,333,61.4794501689974
"1145","Taylor County","Texas",138034,122,0.512,54465,70673.408,0.00172625041656404,1.72625041656404,1,0.26,64.5,23.8,7.4,0.5,1.9,0.1,-99.8901,32.3015,487,41.5252365974914
"1146","Taylor County","Wisconsin",20343,1,0.492,52419,10008.756,9.99125166004646e-05,0.0999125166004646,0,0.25,96.4,1.8,0.5,0.2,0.2,0,-90.5012,45.2116,103,15.5216227497267
"1147","Tazewell County","Illinois",131803,200,0.508,66206,66955.924,0.00298703965313062,2.98703965313062,0,0.36,94.2,2.2,1.2,0.1,1,0,-89.5134,40.5075,383,63.5148348882184
"1148","Telfair County","Georgia",15860,20,0.415,36264,6581.9,0.00303863626004649,3.03863626004649,1,0.34,49.1,11.6,38.8,0,0,0,-82.939,31.9298,406,47.9314275616708
"1149","Terrell County","Georgia",8531,11,0.521,37122,4444.651,0.00247488497972057,2.47488497972057,1,0.54,35.5,2.7,60.6,0,0.2,0,-84.437,31.777,333,61.4794501689974
"1150","Terrell County","Texas",776,2,0.488,45677,378.688,0.00528139259760014,5.28139259760014,1,0.26,33.1,56.3,3.2,0.7,0,0,-102.0765,30.225,36,55.8221726118714
"1151","Terry County","Texas",12337,6,0.478,42953,5897.086,0.00101745167019779,1.01745167019779,1,0.21,40.8,53.8,4.6,0.2,0,0,-102.3352,33.1738,118,32.3935378322265
"1152","Texas County","Oklahoma",19983,3,0.465,56014,9292.095,0.000322855071972467,0.322855071972467,0,0.16,45.6,45.1,3.9,0.3,3,0.1,-101.4901,36.7479,116,30.2476091284463
"1153","Thomas County","Georgia",44451,10,0.526,47978,23381.226,0.00042769356919094,0.42769356919094,1,0.4,57.7,3.5,35.8,0.1,0.8,0,-83.9193,30.8638,219,53.623071340531
"1154","Throckmorton County","Texas",1501,2,0.533,42746,800.033,0.00249989687925373,2.49989687925373,1,0.09,82.5,15.8,0.1,0,0.3,0,-99.2124,33.1775,487,41.5252365974914
"1155","Thurston County","Washington",290536,674,0.511,77890,148463.896,0.0045398242815883,4.5398242815883,0,0.57,75.8,8.5,2.8,1.3,5.6,0.8,-122.8332,46.9258,489,43.4231069824388
"1156","Tift County","Georgia",40644,39,0.516,47764,20972.304,0.00185959539781609,1.85959539781609,1,0.33,56.3,11.4,29.3,0.1,1.2,0,-83.5266,31.4574,219,53.623071340531
"1157","Tillamook County","Oregon",27036,28,0.494,52298,13355.784,0.00209646996387483,2.09646996387483,0,0.48,84.7,10.3,0.3,0.6,0.7,0.4,-123.7127,45.4637,331,60.3487597926183
"1158","Tillman County","Oklahoma",7250,0,0.496,41251,3596,0,0,0,0.22,60.6,25.8,7.9,2.3,0.3,0,-98.9242,34.3728,357,68.9054378980656
"1159","Tioga County","New York",48203,70,0.503,60699,24246.109,0.0028870611775275,2.8870611775275,0,0.38,95.3,1.8,0.6,0,0.8,0,-76.3063,42.1703,43,50.4634054117228
"1160","Tioga County","Pennsylvania",40591,14,0.504,51324,20457.864,0.000684333418190677,0.684333418190677,1,0.24,96.3,1.2,0.6,0.1,0.5,0,-77.2543,41.7722,470,23.5993898894711
"1161","Tippecanoe County","Indiana",195732,266,0.489,51228,95712.948,0.00277914331925081,2.77914331925081,1,0.49,77,8.1,4.7,0.1,8,0,-86.8941,40.3886,490,44.3523450683712
"1162","Tipton County","Indiana",15148,10,0.502,69960,7604.296,0.00131504612655794,1.31504612655794,1,0.23,95.3,2.6,0.2,0,0,0.4,-86.0519,40.3113,294,28.0648283722302
"1163","Titus County","Texas",32750,28,0.51,49924,16702.5,0.00167639574913935,1.67639574913935,1,0.27,46.3,42.1,9.1,0.2,0.8,0,-94.9657,33.2166,102,14.3459066664254
"1164","Tom Green County","Texas",119200,135,0.503,54774,59957.6,0.00225159112439457,2.25159112439457,1,0.27,54.3,38.8,4,0.2,1.1,0,-100.4621,31.4045,36,55.8221726118714
"1165","Tompkins County","New York",102180,228,0.508,59176,51907.44,0.00439243391698762,4.39243391698762,0,0.74,77.3,4.8,3.6,0.2,10.3,0,-76.4736,42.452,491,45.268073000345
"1166","Tooele County","Utah",72259,49,0.494,80196,35695.946,0.00137270490043883,1.37270490043883,1,0.28,83.4,12,0.5,0.8,0.8,0.5,-113.1311,40.4488,419,35.5376271687938
"1167","Toombs County","Georgia",26830,41,0.525,41442,14085.75,0.00291074312691905,2.91074312691905,1,0.27,60.5,11.6,25.4,0,0.9,0,-82.3312,32.1216,57,37.5800934160369
"1168","Towns County","Georgia",12037,4,0.523,49023,6295.351,0.000635389512038328,0.635389512038328,1,0.19,95,1.5,1,0.3,0.2,0,-83.7373,34.9167,151,60.3487597926183
"1169","Transylvania County","North Carolina",34385,24,0.517,55628,17777.045,0.00135005564760622,1.35005564760622,0,0.41,89.4,3.2,4,0.4,0.6,0,-82.7982,35.2021,48,46.1700118387612
"1170","Travis County","Texas",1273954,3412,0.494,80690,629333.276,0.00542161066340945,5.42161066340945,1,0.71,49.3,33.9,7.9,0.2,6.3,0,-97.782,30.3347,492,46.1700118387612
"1171","Trempealeau County","Wisconsin",29649,1,0.492,61687,14587.308,6.85527446188152e-05,0.0685527446188152,0,0.41,90.4,7.6,0.5,0.3,0.5,0,-91.3585,44.304,404,49.6344462233669
